Price(Float),Area(In Sq.Feet),Road,Face,Floors,Bedroom,Bathroom,Address,City
62500000,2121.95,15,North East,2.5,6,6,Budhanilkantha,Kathmandu
33000000,1437.45,13,South East,2.5,8,6,Sanagaun,Lalitpur
50000000,2395.75,13,South,2.5,4,4,Bansbari,Kathmandu
26000000,1129.425,13,North East,2.5,5,3,Imadol,Lalitpur
23500000,1060.975,13,North,2.5,3,4,Imadol,Lalitpur
70000000,3114.475,10,East,4.5,12,4,Satdobato,Lalitpur
32500000,1369,13,East,2.5,11,2,Gaushala,Kathmandu
32000000,1369,20,North,2.5,4,4,Goldhunga,Kathmandu
32500000,1197.875,14,South West,2.5,5,5,Ganesh Chowk,Kathmandu
25000000,1060.975,16,North East,2.5,4,3,Nagarjun,Kathmandu
41000000,1779.7,13,South West,3,5,4,Wasik,Kathmandu
45000000,2395.75,15,East,2.5,4,3,Sukedhara,Kathmandu
50000000,1779.7,20,South West,2.5,4,3,Thaiba,Lalitpur
95000000,3764.75,17,North West,2.5,6,4,Katunje,Bhaktapur
47500000,2087.725,15,South East,2.5,3,4,Dhapasi,Kathmandu
53500000,2772.225,12,North West,4,8,4,Narayantar,Kathmandu
39000000,1369,14,South,2.5,6,4,Sukedhara,Kathmandu
55000000,3764.75,15,East,2.5,4,5,Narayanthan,Kathmandu
49000000,1745.475,13,East,2.5,5,6,Rudreshwor,Kathmandu
36500000,2121.95,13,North East,3,4,3,Hattigaunda,Kathmandu
27000000,1129.425,13,East,2.5,6,4,Dhapakhel,Lalitpur
33000000,1369,13.5,West,2.5,5,4,Dholahiti,Lalitpur
28000000,1026.75,13,North,3.5,8,4,Lokanthali,Bhaktapur
24000000,1026.75,14.5,North West,3,7,3,Birendra Chowk,Kathmandu
27000000,1060.975,13,South,3,5,4,Gwarko,Lalitpur
46500000,1369,14,South East,2.5,4,4,Bhaisepati,Lalitpur
20000000,1745.475,26,South,3,3,3,Matatirtha,Kathmandu
36000000,2395.75,20,North East,2.5,5,2,Imadol,Lalitpur
30000000,1026.75,12,West,2,5,4,Bhaisepati,Lalitpur
51000000,1711.25,20,West,2.5,5,4,Bhaisepati,Lalitpur
23500000,1026.75,13,East,2.5,5,3,Imadol,Lalitpur
25000000,1095.2,13,South,2.5,6,2,Syuchatar,Kathmandu
40000000,1711.25,6.5,North,2,5,2,Tinthana,Kathmandu
32000000,1095.2,10.5,West,3,8,4,Kumarigal,Kathmandu
80000000,3422.5,13,West,3,6,5,Tripureshwor,Kathmandu
29500000,1437.45,16,South,2.5,4,3,Sitapaila,Kathmandu
48000000,2806.45,13,North East,3,7,5,Purano Naikap,Kathmandu
31500000,1711.25,13,East,2.5,5,5,Sitapaila,Kathmandu
26000000,1437.45,18,East,2.5,5,4,Dhapakhel,Lalitpur
35000000,1095.2,16,North,2,3,3,Bhaisepati,Lalitpur
21000000,1369,20,East,2,4,3,Mulpani,Kathmandu
23000000,1095.2,10,South,2.5,5,3,Jorpati,Kathmandu
20000000,1060.975,10,North,2.5,4,2,Naikap,Kathmandu
36500000,1437.45,20,North East,2.5,4,3,Sitapaila,Kathmandu
30000000,1095.2,12,North,2.5,6,4,Bhangal,Kathmandu
42500000,2053.5,15,East,2.5,3,3,Sunakothi,Lalitpur
26000000,1026.75,13,East,2.5,4,3,Satdobato,Lalitpur
55000000,1711.25,16,South West,2.5,4,5,Bhaisepati,Lalitpur
36000000,1369,15,West,2.5,4,5,Budhanilkantha,Kathmandu
42500000,1711.25,18,South,2.5,6,5,Dhapasi,Kathmandu
27000000,1095.2,13,North,2.5,6,3,Kadaghari,Kathmandu
28500000,1095.2,16,East,2.5,4,4,Dhapasi,Kathmandu
36500000,1369,12,South,2.5,5,4,Bafal,Kathmandu
32000000,1437.45,20,West,2.5,5,4,Nakhipot,Lalitpur
77500000,2772.225,20,East,3,5,5,Italitar,Kathmandu
50000000,1745.475,16,East,3,4,5,Rudreshwor,Kathmandu
28000000,1129.425,13,North East,3,5,3,Chapali,Kathmandu
92000000,3422.5,20,South East,2.5,6,5,Phulbari Colony,Kathmandu
45000000,1711.25,15,North East,2.5,6,5,Hattigaunda,Kathmandu
72000000,2738,20,West,2.5,7,5,Balkhu,Kathmandu
45000000,1471.675,13,South,2.5,5,4,Deuwa chowk,Kathmandu
45000000,1711.25,13,North,3,6,4,Hattigaunda,Kathmandu
39500000,1711.25,13,East,2.5,4,4,Nakkhu,Lalitpur
45000000,1437.45,20,South West,3,3,3,Hepali Height,Kathmandu
41000000,1369,20,South East,3,5,4,Dhapasi,Kathmandu
38000000,1129.425,13,East,3,4,4,Bhaisepati,Lalitpur
37500000,1369,13,East,3,6,4,Dhapasi,Kathmandu
65000000,2121.95,14,East,2.5,6,7,Hattigaunda,Kathmandu
90000000,2738,20,South,2,4,5,Hattiban,Lalitpur
24900000,787.175,20,North,2.5,3,3,Balkhu,Lalitpur
45000000,1711.25,16,South,2,4,4,Bhaisepati,Lalitpur
14000000,1095.2,14,West,2,3,2,Bhaktapur,Bhaktapur
59500000,2053.5,13,South,3,5,5,Rudreshwor,Kathmandu
30000000,1471.675,12,West,2.5,5,4,Paiyuntar,Kathmandu
50000000,1745.475,15,East,2.5,4,5,Budhanilkantha,Kathmandu
45000000,1779.7,13,South West,2.5,5,4,Ganesh Chowk,Kathmandu
96000000,5476,15,South East,2.5,7,6,Bansbari,Kathmandu
36000000,1711.25,13,North,3.5,6,5,Kapan,Kathmandu
42500000,1129.425,16,South,2.5,5,5,Narayanthan,Kathmandu
53000000,1779.7,13,South West,2.5,4,4,Nakkhu,Lalitpur
40000000,1711.25,20,West,2.5,5,4,Bhaisepati,Lalitpur
36500000,2121.95,15,East,2.5,5,5,Hattigaunda,Kathmandu
39900000,1711.25,15,East,2.5,4,4,Bhaisepati,Lalitpur
67400000,3490.95,20,North West,2,4,3,Sitapaila,Kathmandu
110000000,5133.75,15,North East,2.5,5,6,Budhanilkantha,Kathmandu
31500000,1369,13,South,2.5,11,5,Gongabu,Kathmandu
47500000,1437.45,13,South East,2.5,5,4,Bhaisepati,Lalitpur
25000000,1369,12,South East,2.5,5,3,Jarankhu,Kathmandu
18500000,1437.45,26,West,2.5,4,3,Dhapakhel,Lalitpur
21000000,1129.425,10,East,3.5,10,3,Sudal,Bhaktapur
35000000,2053.5,22,North East,2.5,6,4,Khumaltar,Lalitpur
52500000,2738,12,East,3,8,4,Deuwa chowk,Kathmandu
45000000,2738,13,North East,2.5,5,4,Machhegaun,Kathmandu
26500000,1095.2,11,North West,2.5,4,4,Imadol,Lalitpur
42500000,1779.7,18,West,2.5,7,4,Khumaltar,Lalitpur
62500000,2738,14.5,South East,2.5,6,3,Radhe Radhe,Bhaktapur
42000000,2806.45,13,North East,2,4,3,Dhapakhel,Lalitpur
29000000,1026.75,26,South East,2.5,3,3,Dhapakhel,Lalitpur
32000000,1369,20,South,2.5,4,4,Budhanilkantha,Kathmandu
77500000,3148.7,16,East,2.5,4,4,Sanepa,Lalitpur
20000000,1026.75,13,East,2,5,2,Boharatar,Kathmandu
48000000,1369,25,North East,2.5,6,5,Budhanilkantha,Kathmandu
40000000,1026.75,20,South,2.5,4,4,Jhamsikhel,Lalitpur
55000000,2144.897812,16,North,2.5,4,4,Godawari,Lalitpur
55000000,1711.25,20,South West,2.5,4,5,Bhaisepati,Lalitpur
26000000,1026.75,10,North,3.5,8,4,Pepsicola,Kathmandu
45000000,1711.25,20,North,2.5,4,5,Sanobharyang,Kathmandu
105000000,2429.975,16,South,4.5,10,8,Khusibu,Kathmandu
70000000,2395.75,12,East,2.5,4,3,Sukedhara,Kathmandu
20500000,752.95,13,North,2.5,4,4,Imadol,Lalitpur
22500000,752.95,10,South,2.5,4,2,Lazimpat,Kathmandu
24000000,1026.75,11,South,3,5,3,Tokha,Kathmandu
55000000,1437.45,28,South East,2.5,3,4,Bhaisepati,Lalitpur
90000000,4141.225,16,South,2.5,5,4,Maharajgunj,Kathmandu
62500000,3148.7,13,South,2,4,3,Bansbari,Kathmandu
70000000,2738,20,West,2.5,6,5,Budhanilkantha,Kathmandu
31500000,1095.2,20,North East,2.5,5,5,Golfutar,Kathmandu
26000000,1369,10,North East,2.5,6,3,Tokha,Kathmandu
57500000,2053.5,15,South,2.5,5,5,Rudreshwor,Kathmandu
100000000,2738,16,South,3,5,3,Bishalnagar,Kathmandu
33500000,1711.25,13,South,2.5,5,4,Pasikot,Kathmandu
16000000,752.95,11,South,2.5,4,5,Ekatabasti,Kathmandu
26000000,1437.45,16,South,2.5,5,3,Banasthali,Kathmandu
44000000,1129.425,20,North,2.5,4,4,Bhaisepati,Lalitpur
21500000,1129.425,13,West,2.5,5,3,Duwakot,Bhaktapur
39500000,1711.25,13,South East,3,7,5,Budhanilkantha,Kathmandu
30000000,1437.45,12,North,2.5,6,3,Sitapaila,Kathmandu
23000000,1026.75,12,East,2.5,4,4,Imadol,Lalitpur
29000000,2244,20,South,2.5,4,4,Nakhipot,Lalitpur
36500000,1095.2,13,East,2.5,3,4,Khumaltar,Lalitpur
59500000,2053.5,16.5,South West,2.5,5,5,Bhaisepati,Lalitpur
26500000,787.175,13,South East,4,9,3,Jadibuti,Kathmandu
41000000,1129.425,20,North,2.5,4,4,Bhaisepati,Lalitpur
40000000,2156.175,25,South,2.5,4,3,Gothatar,Kathmandu
37500000,1060.975,10,West,3.5,8,3,Gongabu,Kathmandu
43500000,1437.45,16,West,2.5,3,3,Golfutar,Kathmandu
31000000,1129.425,13,South West,2.5,5,3,Dhapasi,Kathmandu
31000000,1369,12,South,2.5,4,4,Banasthali,Kathmandu
27500000,1369,13,South,2,5,3,Manjushree Marga,Lalitpur
32000000,1026.75,15,North West,2.5,6,5,Budhanilkantha,Kathmandu
52500000,2464.2,15,South,2.5,7,5,Handigaun,Kathmandu
60000000,2053.5,13,South,3.5,5,5,Chakupat,Lalitpur
57500000,2053.5,15,South East,2.5,6,5,Hattigaunda,Kathmandu
35000000,1060.975,16.5,South,4.5,4,2,Ghattekulo,Kathmandu
65000000,2087.725,16.5,South,3.5,10,4,Ghattekulo,Kathmandu
30500000,1129.425,15,West,3,5,4,Samakhusi,Kathmandu
82000000,3422.5,17.5,South East,2.5,4,5,Budhanilkantha,Kathmandu
30000000,1095.2,13,South,3,6,3,Narayantar,Kathmandu
46500000,1711.25,16,South,2.5,5,4,Budhanilkantha,Kathmandu
24000000,1026.75,11,South,3,6,3,Narayantar,Kathmandu
47500000,4080,12,South,3.5,9,4,Sorhakhutte,Kathmandu
28000000,1900,20,South,2.5,6,4,Raniban,Kathmandu
29000000,1095.2,12,North,2.5,6,5,Budhanilkantha,Kathmandu
37000000,1711.25,10,West,2,4,2,Gongabu,Kathmandu
71500000,2053.5,12.5,East,3.5,8,7,Baluwatar,Kathmandu
62000000,2087.725,15,South,2.5,6,5,Ganesh Chowk,Kathmandu
45000000,1711.25,13,West,2.5,6,5,Budhanilkantha,Kathmandu
31000000,1437.45,16.5,North,2.5,6,5,Nakkhu,Lalitpur
55000000,2738,10,South,2.5,4,3,Baluwatar,Kathmandu
35500000,1437.45,14,South,3.5,6,5,Gwarko,Lalitpur
56000000,2395.75,14,West,3.5,7,6,Gothatar,Kathmandu
92500000,3148.7,13,South East,3,5,5,Kalimati,Kathmandu
33000000,1369,13,North,2.5,6,5,Samakhushi chowk,Kathmandu
65000000,2053.5,20,South East,2.5,5,4,Dhumbarahi,Kathmandu
36000000,1403.225,10,North East,3,5,3,Nakkhu,Lalitpur
21500000,1779.7,5,South East,2.5,5,2,Chabahil,Kathmandu
33500000,1403.225,15,South West,2.5,5,5,Chapali,Kathmandu
26500000,1060.975,18,North,2.5,4,4,Budhanilkantha,Kathmandu
37000000,2053.5,13,North,2.5,6,5,Budhanilkantha,Kathmandu
60000000,2840.675,13,East,3.5,4,5,Bafal,Kathmandu
29000000,1369,13,North East,4.5,11,4,Kadaghari,Kathmandu
82000000,3422.5,15,South,2.5,4,5,Budhanilkantha,Kathmandu
39500000,1403.225,13,North East,3,7,5,Hattiban,Lalitpur
35000000,1026.75,20,South,2.5,3,4,Karyabinayak,Lalitpur
25000000,718.725,13,West,2,6,2,Gwarko,Lalitpur
62500000,2121.95,13,South West,2.5,5,6,Bhaisepati,Lalitpur
49500000,2738,13,East,2.5,8,5,Deuwa chowk,Kathmandu
45000000,2806.45,12.5,South East,2.5,6,3,Budhanilkantha,Kathmandu
30000000,3080.25,13,North,2.5,5,4,Muhanpokhari,Kathmandu
87500000,3764.75,15,East,2.5,5,7,Mandikhatar,Kathmandu
34000000,1711.25,13,North East,2.5,6,5,Pasikot,Kathmandu
44500000,1711.25,15,West,2.5,5,5,Golfutar,Kathmandu
85000000,3764.75,15,North,2.5,5,5,Narayanthan,Kathmandu
28500000,1403.225,13,South,2.5,6,5,Chunikhel,Kathmandu
27500000,1369,13,South,2.5,5,4,Bhaisepati,Lalitpur
65000000,2087.725,14,South,2.5,5,4,Golfutar,Kathmandu
49500000,1369,13,South East,2.5,4,4,Bhaisepati,Lalitpur
3000000,3080.25,4,East,2.5,4,2,Tinthana,Kathmandu
17000000,1129.425,10,South,2.5,5,3,Goldhunga,Kathmandu
25000000,1026.75,16,South East,3.5,4,5,Bhaisepati,Lalitpur
45000000,1711.25,20,South East,3.5,7,7,Pingalasthan,Kathmandu
35000000,1711.25,13,West,2.5,5,5,Rudreshwor,Kathmandu
60000000,3114.475,13,South West,2.5,4,5,Budhanilkantha,Kathmandu
22000000,787.175,15,North West,3.5,7,3,Sitapaila,Kathmandu
85000000,1403.225,20,South,3.5,7,4,Syuchatar,Kathmandu
26000000,1026.75,14,South West,2.5,3,4,Tokha,Kathmandu
27500000,1437.45,13,South,2.5,4,4,Bafal,Kathmandu
51000000,1471.675,20,West,2.5,4,3,Vinayak Colony,Lalitpur
27500000,1095.2,20,South,2.5,4,5,Bhaisepati,Lalitpur
40000000,1369,27,South West,2.5,4,5,Dhapakhel,Lalitpur
61000000,2053.5,15,North East,2.5,6,5,Budhanilkantha,Kathmandu
26000000,1026.75,13,South West,2.5,5,3,Kadaghari,Kathmandu
19500000,1026.75,13,West,2.5,5,3,Makalbari,Kathmandu
65500000,2806.45,12,South East,2.5,6,4,Tenzing Chowk,Kathmandu
32000000,1129.425,16.5,North East,2.5,4,4,Bhaisepati,Lalitpur
36000000,1403.225,16,South East,3.5,7,7,Dhapasi,Kathmandu
18500000,1060.975,10,West,4,7,5,Paiyuntar,Kathmandu
100000000,4791.5,13,South,3.5,8,6,Maitidevi,Kathmandu
27000000,1026.75,20,North East,2.5,5,4,Dhapakhel,Lalitpur
28500000,1471.675,13,South,2,4,2,Changathali,Lalitpur
51000000,1471.675,20,West,2.5,4,2,Vinayak Colony,Lalitpur
42500000,2053.5,12.5,South West,3,8,3,Balkhu,Kathmandu
22300000,1026.75,16,North,2.5,3,3,Balkhu,Kathmandu
30000000,1471.675,15,West,3.5,6,3,Suryadarshan Height,Kathmandu
25000000,1129.425,13,South West,2.5,5,4,Imadol,Lalitpur
21800000,1060.975,13,East,2.5,4,4,Imadol,Lalitpur
30000000,1471.675,20,South,2.5,5,4,Pasikot,Kathmandu
29900000,1540.125,10,West,3.5,8,4,Goldhunga,Kathmandu
7000000,2806.45,20,North,2.5,6,3,Baneshwor,Kathmandu
29900000,1711.475,10,West,3.5,8,4,Goldhunga,Kathmandu
19000000,752.95,10,South,2.5,4,2,Imadol,Lalitpur
37500000,2053.5,14,North East,2.5,7,5,Hattigaunda,Kathmandu
34500000,1745.475,13,East,2.5,7,5,Baluwakhani,Kathmandu
14300000,752.95,12,South,2.5,3,3,Jorpati,Kathmandu
75000000,2840.675,13,South,2.5,5,6,Chappal karkhana,Kathmandu
50000000,2053.5,13,South,2.5,4,5,Bhaisepati,Lalitpur
29500000,1369,13,South,2.5,3,3,Dhapasi,Kathmandu
40000000,1369,27,South West,2.5,4,5,Dholahiti,Lalitpur
35000000,1369,14,South East,2.5,7,4,Jyotinagar,Kathmandu
21000000,752.95,20,South East,2,3,3,Thecho,Lalitpur
29500000,1711.25,13,North,2.5,5,5,Sitapaila,Kathmandu
20500000,1026.75,16,East,2.5,4,3,Goldhunga,Kathmandu
25000000,1026.75,13,South East,2.5,10,5,Mandikhatar,Kathmandu
47000000,2121.95,20,West,2.5,5,3,Sitapaila,Kathmandu
34000000,1369,13,South,2.5,4,2,Imadol,Lalitpur
30000000,1095.2,13,East,3,8,3,Attarkhel,Kathmandu
22000000,1095.2,14,North,2,4,2,Syuchatar,Kathmandu
60000000,3764.75,17,North,2.5,3,3,Grande Villa,Kathmandu
106000000,5202.2,15,West,2.5,6,4,Lazimpat,Kathmandu
26000000,1369,11,South,2.5,6,3,Lambagar,Kathmandu
35000000,2053.5,20,West,2.5,6,4,Ochu Height,Lalitpur
32500000,1711.25,18,South East,3,5,4,Pepsicola,Kathmandu
19500000,752.95,13,West,2.5,5,3,Tikathali,Lalitpur
47000000,3080.25,12,East,2.5,6,2,Dhapasi,Kathmandu
90000000,2053.5,15,South East,2.5,5,5,Bhaisepati,Lalitpur
45000000,1437.45,13,South East,2.5,5,4,Bhaisepati,Lalitpur
26500000,1060.975,13,West,2.5,6,4,Mandikhatar,Kathmandu
58000000,2053.5,14,South,2.5,5,5,Budhanilkantha,Kathmandu
33500000,1369,13,North East,2.5,4,5,Hepali Height,Kathmandu
67500000,3000,20,South,2.5,5,4,Pepsicola,Kathmandu
40000000,1437.45,20,South East,2.5,6,4,Bhaisepati,Lalitpur
39000000,1437.45,14,South,2.5,4,4,Khumaltar,Lalitpur
31000000,1437.45,14,South West,3.5,6,5,Raniban,Kathmandu
40000000,1437.45,11,West,2.5,4,4,Kusunti,Lalitpur
31500000,1711.25,12,South West,2.5,6,5,Aakasedhara,Kathmandu
40000000,1403.225,13,North East,3,7,5,Hattiban,Lalitpur
32500000,1369,13,East,2.5,4,2,Golfutar,Kathmandu
67500000,1369,20,North,3.5,4,6,Lazimpat,Kathmandu
5000000,4107,13,South East,4,8,4,Gwarko,Lalitpur
36000000,1711.25,14,South West,2.5,6,5,Budhanilkantha,Kathmandu
75000000,2121.95,20,South East,2.5,6,5,Bhaisepati,Lalitpur
45000000,2738,15,North East,2.5,4,3,Pasikot,Kathmandu
58000000,3114.475,17.5,South,3.5,5,5,Dhapasi,Kathmandu
24000000,1129.425,28,North West,2.5,5,3,Gothatar,Kathmandu
65000000,5202.2,24,West,3,6,6,Bhangal,Kathmandu
44000000,2395.75,13,North East,2.5,5,4,Dhapasi,Kathmandu
24000000,752.95,24,North,4,4,4,Radhe Radhe,Bhaktapur
60000000,2738,12,North,2.5,6,4,Bhaisepati,Lalitpur
38000000,2156.175,11.5,East,3.5,7,7,Sitapaila,Kathmandu
24000000,1095.2,20,East,2.5,6,3,Pepsicola,Kathmandu
35000000,1369,13,East,2.5,5,4,Ganesh Chowk,Kathmandu
33000000,1369,20,North,3,4,4,Mhaipi,Kathmandu
67000000,2429.975,13,West,2.5,3,3,Basundhara,Kathmandu
22000000,600,12,South East,2.5,6,4,Tikathali,Lalitpur
28500000,1095.2,20,North East,2.5,7,4,Imadol,Lalitpur
21000000,1060.975,12,East,2.5,5,3,Dhapasi,Kathmandu
23500000,1095.2,20,South,2.5,5,3,Harisiddhi,Lalitpur
68000000,2156.175,14,East,2.5,5,4,Rudreshwor,Kathmandu
60000000,2395.75,14,East,2,5,4,Thapathali,Kathmandu
35000000,2121.95,8,North,3.5,5,3,Maijubahal,Kathmandu
24000000,1095.2,13,South,2.5,5,4,Kusunti,Lalitpur
19000000,752.95,13,South,3,6,4,Dhapakhel,Lalitpur
40000000,5202.2,14,South,2.5,5,4,Chandragiri,Kathmandu
37500000,1779.7,14,South,3,5,4,Wasik,Kathmandu
45000000,1369,26,East,3.5,5,6,Koteshwor,Kathmandu
23000000,1026.75,13,West,2.5,4,3,Ochu Height,Lalitpur
38000000,1403.225,10,South East,2.5,4,3,Bhaisepati,Lalitpur
24000000,1060.975,13,East,3,4,4,Imadol,Lalitpur
57000000,2429.975,10,East,3.5,8,8,Dhumbarahi,Kathmandu
24000000,752.95,20,East,3,4,4,Pepsicola,Kathmandu
70000000,4517.7,20,East,2.5,5,5,Banasthali,Kathmandu
27500000,1095.2,20,West,2.5,5,4,Imadol,Lalitpur
70000000,3080.25,15,North,2.5,3,4,Wasik,Kathmandu
30000000,2400,13,South,2.5,3,3,Soltidobato,Kathmandu
48500000,3422.5,13,West,2,4,4,Boharatar,Kathmandu
45000000,1095.2,13,South,2.5,8,8,Shankhamul,Kathmandu
26500000,1095.2,16,North West,2.5,5,5,Bhaisepati,Lalitpur
13000000,1471.675,20,North West,2.5,3,2,Jharuwarasi,Lalitpur
33000000,1437.45,16,North East,2.5,5,4,Manabahadur Marga,Kathmandu
26500000,1095.2,13,North,2.5,5,4,Imadol,Lalitpur
55000000,2738,10.5,South East,3.5,6,4,Machhapokhari,Kathmandu
19500000,787.175,13,East,2.5,4,3,Imadol,Lalitpur
75000000,3422.5,20,North East,2.5,6,6,Bhimsengola,Kathmandu
35000000,1369,20,West,3.5,5,6,Manabahadur Marga,Kathmandu
45000000,1711.25,10,South East,2.5,5,4,Sanepa,Lalitpur
105000000,3764.75,13,East,2.5,5,6,Narayanthan,Kathmandu
26500000,1095.2,11,South West,2.5,5,3,Bhelpa,Lalitpur
65000000,1711.25,16,North East,2.5,6,5,Sanepa,Lalitpur
15500000,1369,20,West,2.5,3,2,Lamatar,Lalitpur
38000000,1369,12,South,3.5,9,4,Manamaiju,Kathmandu
39000000,1745.475,13,North,3.5,5,7,Hattigaunda,Kathmandu
45000000,1711.25,18,North East,2.5,5,5,Bhaisepati,Lalitpur
45000000,1437.45,20,South East,2.5,4,5,Bhaisepati,Lalitpur
30500000,1403.225,14.5,North East,3,5,5,Sanagaun,Lalitpur
18500000,1437.45,10,East,3,4,3,Gurjudhara,Kathmandu
45000000,1095.2,20,East,4.5,6,5,Dallu,Kathmandu
29000000,1129.425,18,South,2.5,3,4,Nakhudole,Lalitpur
67500000,2738,20,South,2.5,6,6,Taulung,Kathmandu
45000000,1369,26,East,4.5,6,5,Koteshwor,Kathmandu
38000000,1779.7,18,North East,2.5,5,5,Bhaisepati,Lalitpur
55000000,2806.45,13,North East,2.5,4,4,Budhanilkantha,Kathmandu
42500000,1129.425,11,South West,3.5,6,5,Anamnagar,Kathmandu
26000000,1437.45,18,West,3,5,3,Phutung,Kathmandu
29500000,1095.2,20,South East,2.5,6,5,Bhaisepati,Lalitpur
