Price,Area(In Sq.Feet),Road,Face,Floors,Bedroom,Bathroom,Address,City
55000000,1779.7,16,South-East,2.5,5,4,Bhaisepati, Lalitpur
32500000,1129.425,13,South-East,2.5,4,4,Bhaisepati, Lalitpur
36000000,2395.75,12.5,North-East,2.5,6,2,Imadol, Lalitpur
27500000,1060.975,16,South-West,2.5,3,3,Golfutar, Kathmandu
43000000,1711.25,10,South,3.5,17,10,Lainchaur, Kathmandu
77500000,3080.25,20,South-West,2.5,5,4,Thado Dhunga, Lalitpur
42500000,2053.5,20,South-East,2.5,3,3,Sunakothi, Lalitpur
54000000,1813.925,20,South-East,2.5,7,4,Bagdol, Lalitpur
45000000,1711.25,15,North-West,2.5,5,6,Budhanilkantha, Kathmandu
38000000,1745.475,14,South-West,2.5,5,3,Pasikot, Kathmandu
20500000,1026.75,20,South-East,3,4,3,Katunje, Bhaktapur
50000000,1745.475,13,South,2.5,4,5,Rudreshwor, Kathmandu
29000000,1095.2,16,West,2.5,5,5,Golfutar, Kathmandu
29000000,1095.2,13.5,South-East,2.5,3,3,Dhapakhel, Lalitpur
25000000,1403.225,12,West,2.5,6,5,Bauthali, Kathmandu
29500000,1095.2,13,East,2,5,5,Tikathali, Lalitpur
30000000,1437.45,4,South,1,2,2,Kalopool, Kathmandu
62500000,1813.925,16,South-West,2.5,3,3,Bhaisepati, Lalitpur
39000000,1711.25,13,East,2.5,4,4,Nakkhu, Lalitpur
31000000,1369,13,South-East,2.5,5,4,Sitapaila, Kathmandu
26000000,1060.975,13,North,2,4,5,Imadol, Lalitpur
41000000,1369,13,South-West,2,5,5,Bhaisepati, Lalitpur
40000000,1471.675,13,West,2.5,5,4,Budhanilkantha, Kathmandu
95000000,2087.725,15.12944333,South-West,3.5,23,8,Naya Bazar, Kathmandu
32500000,1129.425,13,South-West,2.5,4,4,Bhaisepati, Lalitpur
43000000,1711.25,18,South,2.5,5,3,Nakkhu, Lalitpur
65000000,4107,13,South,3,7,3,Imadol, Lalitpur
38500000,1437.45,13.5,South,2,3,4,Bhaisepati, Lalitpur
37500000,2395.75,13,South,2.5,4,3,Sitapaila, Kathmandu
37000000,1369,10,North,3,6,4,Syuchatar, Kathmandu
55000000,2566.875,19.5,South-West,3.5,7,8,Budhanilkantha, Kathmandu
53500000,2429.975,18.5,South-West,3.5,7,5,Pasikot, Kathmandu
35000000,1403.225,20,East,2.5,5,4,Sunakothi, Lalitpur
70000000,2156.175,11,South,2,6,5,Gahana Pokhari, Kathmandu
190000000,3490.95,13,South-West,5,10,8,Tahachal, Kathmandu
102000000,3080.25,20,West,2.5,5,4,Bhimsengola, Kathmandu
95000000,3422.5,13,South,2.5,5,4,Battisputali, Kathmandu
39000000,1711.25,13,North-East,2.5,5,3,Sundarbasti, Kathmandu
27000000,1060.975,13,South-East,2.5,6,3,Besigaun, Kathmandu
13000000,1026.75,13,East,1,2,1,Gorkarneshwor, Kathmandu
40500000,1882.375,13,North-East,2,4,3,Kusunti, Lalitpur
33000000,2053.5,13,South-East,2.5,6,4,Pasikot, Kathmandu
62500000,2121.95,15,North-East,2.5,6,6,Budhanilkantha, Kathmandu
33000000,1437.45,13,South-East,2.5,8,6,Sanagaun, Lalitpur
50000000,2395.75,13,South,2.5,4,4,Bansbari, Kathmandu
26000000,1129.425,13,North-East,2.5,5,3,Imadol, Lalitpur
23500000,1060.975,13,North,2.5,3,4,Imadol, Lalitpur
70000000,3114.475,10,East,4.5,12,4,Satdobato, Lalitpur
32500000,1369,13,East,2.5,11,2,Gaushala, Kathmandu
32000000,1369,20,North,2.5,4,4,Goldhunga, Kathmandu
125000000,6160.5,15,East,2.5,5,5,Budhanilkantha, Kathmandu
32500000,1197.875,14,South-West,2.5,5,5,Ganesh Chowk, Kathmandu
25000000,1060.975,16,North-East,2.5,4,3,Nagarjun, Kathmandu
41000000,1779.7,13,South-West,3,5,4,Wasik, Kathmandu
45000000,2395.75,15,East,2.5,4,3,Sukedhara, Kathmandu
50000000,1779.7,20,South-West,2.5,4,3,Thaiba, Lalitpur
95000000,3764.75,17,North-West,2.5,6,4,Katunje, Bhaktapur
47500000,2087.725,15,South-East,2.5,3,4,Dhapasi, Kathmandu
53500000,2772.225,12,North-West,4,8,4,Narayantar, Kathmandu
39000000,1369,14,South,2.5,6,4,Sukedhara, Kathmandu
55000000,3764.75,15,East,2.5,4,5,Narayanthan , Kathmandu
49000000,1745.475,13,East,2.5,5,6,Rudreshwor, Kathmandu
36500000,2121.95,13,North-East,3,4,3,Hattigaunda, Kathmandu
27000000,1129.425,13,East,2.5,6,4,Dhapakhel, Lalitpur
33000000,1369,13.5,West,2.5,5,4,Dholahiti, Lalitpur
28000000,1026.75,13,North,3.5,8,4,Lokanthali, Bhaktapur
24000000,1026.75,14.5,North-West,3,7,3,Birendra Chowk, Kathmandu
27000000,1060.975,13,South,3,5,4,Gwarko, Lalitpur
46500000,1369,14,South-East,2.5,4,4,Bhaisepati, Lalitpur
20000000,1745.475,26,South,3,3,3,Matatirtha, Kathmandu
36000000,2395.75,20,North-East,2.5,5,2,Imadol, Lalitpur
30000000,1026.75,12,West,2,5,4,Bhaisepati, Lalitpur
51000000,1711.25,20,West,2.5,5,4,Bhaisepati, Lalitpur
130000000,444.925,12,South,2.5,7,4,Mahalaxmisthan, Lalitpur
210000000,6160.5,20,East,2.5,6,5,Bhaisepati, Lalitpur
23500000,1026.75,13,East,2.5,5,3,Imadol, Lalitpur
70000000,3422.5,13,South,4.5,13,9,Satdobato, Lalitpur
25000000,1095.2,13,South,2.5,6,2,Syuchatar, Kathmandu
40000000,1711.25,6.5,North,2,5,2,Tinthana, Kathmandu
32000000,1095.2,10.5,West,3,8,4,Kumarigal, Kathmandu
115000000,6160.5,13,South-West,2.5,5,4,Budhanilkantha, Kathmandu
80000000,3422.5,13,West,3,6,5,Tripureshwor, Kathmandu
29500000,1437.45,16,South,2.5,4,3,Sitapaila, Kathmandu
48000000,2806.45,13,North-East,3,7,5,Purano Naikap, Kathmandu
31500000,1711.25,13,East,2.5,5,5,Sitapaila, Kathmandu
26000000,1437.45,18,East,2.5,5,4,Dhapakhel, Lalitpur
61500000,752.95,20,South-East,4.5,21,21,Tilganga, Kathmandu
35000000,1095.2,16,North,2,3,3,Bhaisepati, Lalitpur
21000000,1369,20,East,2,4,3,Mulpani, Kathmandu
23000000,1095.2,10,South,2.5,5,3,Jorpati, Kathmandu
20000000,1060.975,10,North,2.5,4,2,Naikap, Kathmandu
30000000,21904,13,South,3,6,3,Rai Chowk, Kathmandu
36500000,1437.45,20,North-East,2.5,4,3,Sitapaila, Kathmandu
30000000,1095.2,12,North,2.5,6,4,Bhangal , Kathmandu
130000000,68450,14,South-West,2.5,4,4,Bishalnagar, Kathmandu
95000000,4791.5,40,North,3,9,10,Simaltar, Kathmandu
42500000,2053.5,15,East,2.5,3,3,Sunakothi, Lalitpur
50000000,1437.45,36,North-East,3.5,3,5,Pepsicola, Kathmandu
53500000,2738,13,West,2.5,13,5,Budhanilkantha, Kathmandu
26000000,1026.75,13,East,2.5,4,3,Satdobato, Lalitpur
55000000,1711.25,16,South-West,2.5,4,5,Bhaisepati, Lalitpur
6500000,9240.75,15,West,2.5,9,6,Budhanilkantha, Kathmandu
36000000,1369,15,West,2.5,4,5,Budhanilkantha, Kathmandu
42500000,1711.25,18,South,2.5,6,5,Dhapasi, Kathmandu
42500000,1437.45,36,North-East,4,16,4,Balkumari, Lalitpur
27000000,1095.2,13,North,2.5,6,3,Kadaghari, Kathmandu
28500000,1095.2,16,East,2.5,4,4,Dhapasi, Kathmandu
36500000,1369,12,South,2.5,5,4,Bafal, Kathmandu
32000000,1437.45,20,West,2.5,5,4,Nakhipot, Lalitpur
77500000,2772.225,20,East,3,5,5,Italitar, Kathmandu
50000000,1745.475,16,East,3,4,5,Rudreshwor, Kathmandu
28000000,1129.425,13,North-East,3,5,3,Chapali, Kathmandu
92000000,3422.5,20,South-East,2.5,6,5,Phulbari Colony, Kathmandu
35000000,27380,13,West,3.5,7,4,Jarankhu, Kathmandu
12500000,8214,13,South-East,3,8,6,Charkhal, Kathmandu
45000000,1711.25,15,North-East,2.5,6,5,Hattigaunda, Kathmandu
72000000,2738,20,West,2.5,7,5,Balkhu, Kathmandu
6500000,9240.75,13,South,2.5,6,5,Mandikhatar, Kathmandu
45000000,1471.675,13,South,2.5,5,4,Deuwa chowk, Kathmandu
45000000,1711.25,13,North,3,6,4,Hattigaunda, Kathmandu
39500000,1711.25,13,East,2.5,4,4,Nakkhu, Lalitpur
45000000,1437.45,20,South-West,3,3,3,Hepali Height, Kathmandu
41000000,1369,20,South-East,3,5,4,Dhapasi, Kathmandu
38000000,1129.425,13,East,3,4,4,Bhaisepati, Lalitpur
37500000,1369,13,East,3,6,4,Dhapasi, Kathmandu
65000000,2121.95,14,East,2.5,6,7,Hattigaunda, Kathmandu
90000000,2738,20,South,2,4,5,Hattiban, Lalitpur
24900000,787.175,20,North,2.5,3,3,Balkhu, Lalitpur
45000000,1711.25,16,South,2,4,4,Bhaisepati, Lalitpur
14000000,1095.2,14,West,2,3,2,Bhaktapur, Bhaktapur
59500000,2053.5,13,South,3,5,5,Rudreshwor, Kathmandu
30000000,1471.675,12,West,2.5,5,4,Paiyuntar, Kathmandu
50000000,1745.475,15,East,2.5,4,5,Budhanilkantha, Kathmandu
45000000,1779.7,13,South-West,2.5,5,4,Ganesh Chowk, Kathmandu
96000000,5476,15,South-East,2.5,7,6,Bansbari, Kathmandu
36000000,1711.25,13,North,3.5,6,5,Kapan, Kathmandu
135000000,7187.25,20,East,2.5,6,6,Siddhartha Colony, Kathmandu
42500000,1129.425,16,South,2.5,5,5,Narayanthan , Kathmandu
53000000,1779.7,13,South-West,2.5,4,4,Nakkhu, Lalitpur
40000000,1711.25,20,West,2.5,5,4,Bhaisepati, Lalitpur
150000000,2806.45,13,South,2.5,6,7,Bhaisepati, Lalitpur
36500000,2121.95,15,East,2.5,5,5,Hattigaunda, Kathmandu
39900000,1711.25,15,East,2.5,4,4,Bhaisepati, Lalitpur
67400000,3490.95,20,North-West,2,4,3,Sitapaila, Kathmandu
110000000,5133.75,15,North-East,2.5,5,6,Budhanilkantha, Kathmandu
31500000,1369,13,South,2.5,11,5,Gongabu, Kathmandu
47500000,1437.45,13,South-East,2.5,5,4,Bhaisepati, Lalitpur
25000000,1369,12,South-East,2.5,5,3,Jarankhu, Kathmandu
18500000,1437.45,26,West,2.5,4,3,Dhapakhel, Lalitpur
21000000,1129.425,10,East,3.5,10,3,Sudal, Bhaktapur
35000000,2053.5,22,North-East,2.5,6,4,Khumaltar, Lalitpur
52500000,2738,12,East,3,8,4,Deuwa chowk, Kathmandu
45000000,2738,13,North-East,2.5,5,4,Machhegaun , Kathmandu
26500000,1095.2,11,North-West,2.5,4,4,Imadol, Lalitpur
110000000,6502.75,15,North,2.5,11,9,Swoyambhu, Kathmandu
42500000,1779.7,18,West,2.5,7,4,Khumaltar, Lalitpur
62500000,2738,14.5,South-East,2.5,6,3,Radhe Radhe, Bhaktapur
42000000,2806.45,13,North-East,2,4,3,Dhapakhel, Lalitpur
29000000,1026.75,26,South-East,2.5,3,3,Dhapakhel, Lalitpur
32000000,1369,20,South,2.5,4,4,Budhanilkantha, Kathmandu
77500000,3148.7,16,East,2.5,4,4,Sanepa, Lalitpur
20000000,1026.75,13,East,2,5,2,Boharatar, Kathmandu
48000000,1369,25,North-East,2.5,6,5,Budhanilkantha, Kathmandu
40000000,1026.75,20,South,2.5,4,4,Jhamsikhel, Lalitpur
36000000,1711.25,45,South,2.5,6,3,Ekantakuna, Lalitpur
55000000,2144.897812,16,North,2.5,4,4,Godawari, Lalitpur
55000000,1711.25,20,South-West,2.5,4,5,Bhaisepati, Lalitpur
32500000,6845,18,North,2.5,4,4,Muhanpokhari, Kathmandu
135000000,7187.25,20,East,2,6,6,Budhanilkantha, Kathmandu
26000000,1026.75,10,North,3.5,8,4,Pepsicola, Kathmandu
45000000,1711.25,20,North,2.5,4,5,Sanobharyang, Kathmandu
105000000,2429.975,16,South,4.5,10,8,Khusibu, Kathmandu
70000000,2395.75,12,East,2.5,4,3,Sukedhara, Kathmandu
20500000,752.95,13,North,2.5,4,4,Imadol, Lalitpur
22500000,752.95,10,South,2.5,4,2,Lazimpat, Kathmandu
24000000,1026.75,11,South,3,5,3,Tokha, Kathmandu
55000000,1437.45,28,South-East,2.5,3,4,Bhaisepati, Lalitpur
90000000,4141.225,16,South,2.5,5,4,Maharajgunj, Kathmandu
62500000,3148.7,13,South,2,4,3,Bansbari, Kathmandu
70000000,2738,20,West,2.5,6,5,Budhanilkantha, Kathmandu
31500000,1095.2,20,North-East,2.5,5,5,Golfutar, Kathmandu
70000000,3764.75,12,East,3.5,9,10,Lolang, Kathmandu
26000000,1369,10,North-East,2.5,6,3,Tokha, Kathmandu
140000000,3422.5,14,West,3.5,6,6,Baluwatar, Kathmandu
57500000,2053.5,15,South,2.5,5,5,Rudreshwor, Kathmandu
100000000,2738,16,South,3,5,3,Bishalnagar, Kathmandu
33500000,1711.25,13,South,2.5,5,4,Pasikot, Kathmandu
175000000,5818.25,15,South-East,2.5,5,5,Budhanilkantha, Kathmandu
16000000,752.95,11,South,2.5,4,5,Ekatabasti, Kathmandu
14500000,1026.75,11,North,1.5,4,1,Imadol, Lalitpur
26000000,1437.45,16,South,2.5,5,3,Banasthali, Kathmandu
44000000,1129.425,20,North,2.5,4,4,Bhaisepati, Lalitpur
21500000,1129.425,13,West,2.5,5,3,Duwakot, Bhaktapur
39500000,1711.25,13,South-East,3,7,5,Budhanilkantha, Kathmandu
30000000,1437.45,12,North,2.5,6,3,Sitapaila, Kathmandu
23000000,1026.75,12,East,2.5,4,4,Imadol, Lalitpur
14000000,1026.75,12,South-West,1,2,1,Kapan, Kathmandu
29000000,2244,20,South,2.5,4,4,Nakhipot, Lalitpur
5900000,5476,36,North-West,2.5,5,4,Thimi, Bhaktapur
175000000,5818.25,50,South-East,2.5,5,5,Budhanilkantha, Kathmandu
36500000,1095.2,13,East,2.5,3,4,Khumaltar, Lalitpur
59500000,2053.5,16.5,South-West,2.5,5,5,Bhaisepati, Lalitpur
26500000,787.175,13,South-East,4,9,3,Jadibuti, Kathmandu
41000000,1129.425,20,North,2.5,4,4,Bhaisepati, Lalitpur
55000000,2121.95,13,South,5,20,22,Gongabu, Kathmandu
40000000,2156.175,25,South,2.5,4,3,Gothatar, Kathmandu
37500000,1060.975,10,West,3.5,8,3,Gongabu, Kathmandu
43500000,1437.45,16,West,2.5,3,3,Golfutar, Kathmandu
31000000,1129.425,13,South-West,2.5,5,3,Dhapasi, Kathmandu
31000000,1369,12,South,2.5,4,4,Banasthali, Kathmandu
27500000,1369,13,South,2,5,3,Manjushree Marga, Lalitpur
32000000,1026.75,15,North-West,2.5,6,5,Budhanilkantha, Kathmandu
52500000,2464.2,15,South,2.5,7,5,Handigaun, Kathmandu
60000000,2053.5,13,South,3.5,5,5,Chakupat, Lalitpur
21500000,1471.675,14,North,1,2,1,Satungal, Kathmandu
57500000,2053.5,15,South-East,2.5,6,5,Hattigaunda, Kathmandu
55000000,2121.95,13,South-East,2.5,6,5,Bansbari, Kathmandu
35000000,1060.975,16.5,South,4.5,4,2,Ghattekulo, Kathmandu
65000000,2087.725,16.5,South,3.5,10,4,Ghattekulo, Kathmandu
30500000,1129.425,15,West,3,5,4,Samakhusi, Kathmandu
82000000,3422.5,17.5,South-East,2.5,4,5,Budhanilkantha, Kathmandu
30000000,1095.2,13,South,3,6,3,Narayantar, Kathmandu
46500000,1711.25,16,South,2.5,5,4,Budhanilkantha, Kathmandu
24000000,1026.75,11,South,3,6,3,Narayantar, Kathmandu
47500000,4080,12,South,3.5,9,4,Sorhakhutte, Kathmandu
28000000,1900,20,South,2.5,6,4,Raniban, Kathmandu
29000000,1095.2,12,North,2.5,6,5,Budhanilkantha, Kathmandu
37000000,1711.25,10,West,2,4,2,Gongabu, Kathmandu
71500000,2053.5,12.5,East,3.5,8,7,Baluwatar, Kathmandu
62000000,2087.725,15,South,2.5,6,5,Ganesh Chowk, Kathmandu
22500000,752.95,13,East,4,20,10,Gongabu, Kathmandu
45000000,1711.25,13,West,2.5,6,5,Budhanilkantha, Kathmandu
31000000,1437.45,16.5,North,2.5,6,5,Nakkhu, Lalitpur
55000000,2738,10,South,2.5,4,3,Baluwatar, Kathmandu
35500000,1437.45,14,South,3.5,6,5,Gwarko, Lalitpur
56000000,2395.75,14,West,3.5,7,6,Gothatar, Kathmandu
92500000,3148.7,13,South-East,3,5,5,Kalimati, Kathmandu
33000000,1369,13,North,2.5,6,5,Samakhushi chowk, Kathmandu
65000000,2053.5,20,South-East,2.5,5,4,Dhumbarahi, Kathmandu
130000000,4449.25,30,North-West,3.5,5,5,Lazimpat, Kathmandu
36000000,1403.225,10,North-East,3,5,3,Nakkhu, Lalitpur
21500000,1779.7,5,South-East,2.5,5,2,Chabahil, Kathmandu
33500000,1403.225,15,South-West,2.5,5,5,Chapali, Kathmandu
26500000,1060.975,18,North,2.5,4,4,Budhanilkantha, Kathmandu
37000000,2053.5,13,North,2.5,6,5,Budhanilkantha, Kathmandu
12000000,1026.75,13,South-East,1,2,1,Lamatar, Lalitpur
60000000,2840.675,13,East,3.5,4,5,Bafal, Kathmandu
29000000,1369,13,North-East,4.5,11,4,Kadaghari, Kathmandu
82000000,3422.5,15,South,2.5,4,5,Budhanilkantha, Kathmandu
39500000,1403.225,13,North-East,3,7,5,Hattiban, Lalitpur
35000000,1026.75,20,South,2.5,3,4,Karyabinayak, Lalitpur
25000000,718.725,13,West,2,6,2,Gwarko, Lalitpur
62500000,2121.95,13,South-West,2.5,5,6,Bhaisepati, Lalitpur
52500000,2121.95,13,North,4,36,17,Shantinagar, Kathmandu
82000000,3422.5,15,South,2.5,4,5,Budhanilkantha, Kathmandu
49500000,2738,13,East,2.5,8,5,Deuwa chowk, Kathmandu
33500000,1403.225,15,South-West,2.5,5,5,Chapali, Kathmandu
45000000,2806.45,12.5,South-East,2.5,6,3,Budhanilkantha, Kathmandu
30000000,3080.25,13,North,2.5,5,4,Muhanpokhari, Kathmandu
87500000,3764.75,15,East,2.5,5,7,Mandikhatar, Kathmandu
34000000,1711.25,13,North-East,2.5,6,5,Pasikot, Kathmandu
44500000,1711.25,15,West,2.5,5,5,Golfutar, Kathmandu
110000000,6160.5,18,West,2.5,5,4,Narayanthan , Kathmandu
85000000,3764.75,15,North,2.5,5,5,Narayanthan , Kathmandu
28500000,1403.225,13,South,2.5,6,5,Chunikhel, Kathmandu
27500000,1369,13,South,2.5,5,4,Bhaisepati, Lalitpur
65000000,2087.725,14,South,2.5,5,4,Golfutar, Kathmandu
49500000,1369,13,South-East,2.5,4,4,Bhaisepati, Lalitpur
3000000,3080.25,4,East,2.5,4,2,Tinthana, Kathmandu
17000000,1129.425,10,South,2.5,5,3,Goldhunga, Kathmandu
25000000,1026.75,16,South-East,3.5,4,5,Bhaisepati, Lalitpur
45000000,1711.25,20,South-East,3.5,7,7,Pingalasthan, Kathmandu
35000000,1711.25,13,West,2.5,5,5,Rudreshwor, Kathmandu
60000000,3114.475,13,South-West,2.5,4,5,Budhanilkantha, Kathmandu
22000000,787.175,15,North-West,3.5,7,3,Sitapaila, Kathmandu
85000000,1403.225,20,South,3.5,7,4,Syuchatar, Kathmandu
26000000,1026.75,14,South-West,2.5,3,4,Grande Hospital, Kathmandu
145000000,5133.75,20,North-East,2.5,4,5,Mandikhatar, Kathmandu
27500000,1437.45,13,South,2.5,4,4,Bafal, Kathmandu
51000000,1471.675,20,West,2.5,4,3,Vinayak Colony, Lalitpur
27500000,1095.2,20,South,2.5,4,5,Bhaisepati, Lalitpur
40000000,1369,27,South-West,2.5,4,5,Dhapakhel, Lalitpur
61000000,2053.5,15,North-East,2.5,6,5,Budhanilkantha, Kathmandu
165000000,3080.25,32,West,6.5,4,9,Jalpa Chowk, Kathmandu
26000000,1026.75,13,South-West,2.5,5,3,Kadaghari, Kathmandu
19500000,1026.75,13,West,2.5,5,3,Makalbari, Kathmandu
65500000,2806.45,12,South-East,2.5,6,4,Tenzing Chowk, Kathmandu
32000000,1129.425,16.5,North-East,2.5,4,4,Bhaisepati, Lalitpur
155000000,6263.175,14,South,3,5,5,Siddhartha Colony, Kathmandu
36000000,1403.225,16,South-East,3.5,7,7,Dhapasi, Kathmandu
18500000,1060.975,10,West,4,7,5,Paiyuntar, Kathmandu
100000000,4791.5,13,South,3.5,8,6,Maitidevi, Kathmandu
27000000,1026.75,20,North-East,2.5,5,4,Dhapakhel, Lalitpur
28500000,1471.675,13,South,2,4,2,Changathali, Lalitpur
51000000,1471.675,20,West,2.5,4,2,Vinayak Colony, Lalitpur
42500000,2053.5,12.5,South-West,3,8,3,Balkhu, Kathmandu
22300000,1026.75,16,North,2.5,3,3,Balkhu, Kathmandu
100000000,6845,13,North,2.5,5,3,Thulobharyang, Kathmandu
30000000,1471.675,15,West,3.5,6,3,Suryadarshan Height, Kathmandu
25000000,1129.425,13,South-West,2.5,5,4,Imadol, Lalitpur
21800000,1060.975,13,East,2.5,4,4,Imadol, Lalitpur
30000000,1471.675,20,South,2.5,5,4,Pasikot, Kathmandu
29900000,1540.125,10,West,3.5,8,4,Goldhunga, Kathmandu
7000000,2806.45,20,North,2.5,6,3,Baneshwor, Kathmandu
45000000,1711.25,22,South-East,3.5,21,5,Samakhushi chowk, Kathmandu
10000000,6160.5,13,South,2.5,5,7,Kaushaltar, Bhaktapur
29900000,1711.475,10,West,3.5,8,4,Goldhunga, Kathmandu
150000000,6160.5,20,South-East,2.5,6,5,Siddhartha Colony, Kathmandu
19000000,752.95,10,South,2.5,4,2,Imadol, Lalitpur
70000000,5133.75,36,South,2.5,7,2,Dhunchepakha, Bhaktapur
32500000,2053.5,10,East,2.5,5,1,Dhapasi, Kathmandu
37500000,2053.5,14,North-East,2.5,7,5,Hattigaunda, Kathmandu
125000000,5236.425,22,North,4,6,4,Imadol, Lalitpur
34500000,1745.475,13,East,2.5,7,5,Baluwakhani, Kathmandu
14300000,752.95,12,South,2.5,3,3,Jorpati, Kathmandu
65000000,2053.5,16,South-West,5,9,9,Uttardhoka, Kathmandu
75000000,2840.675,13,South,2.5,5,6,Chappal karkhana, Kathmandu
10500000,1095.2,10,South,1,3,1,Sudal, Bhaktapur
50000000,2053.5,13,South,2.5,4,5,Bhaisepati, Lalitpur
29500000,1369,13,South,2.5,3,3,Dhapasi, Kathmandu
32000000,1129.425,16.5,North-East,2.5,4,4,Bhaisepati, Lalitpur
92500000,5818.25,17,South,3.5,7,5,Narayanthan , Kathmandu
40000000,1369,27,South-West,2.5,4,5,Dholahiti, Lalitpur
35000000,1369,14,South-East,2.5,7,4,Jyotinagar, Kathmandu
21000000,752.95,20,South-East,2,3,3,Thecho, Lalitpur
29500000,1711.25,13,North,2.5,5,5,Sitapaila, Kathmandu
